Product_Record_ID,Product_ID,Category,Store_ID,Region,YearMonth,Source,Avg_Price,Avg_Competitor_Pricing,Avg_Discount,Total_Units_Sold,Total_Units_Ordered,Avg_Inventory_Level,Records,Supplier_ID
3579,P0002,Groceries,S005,East,2023-04,retail_store_inventory,83.22,84.02,10.0,444,439,311.5,4,SUP-CAT4-0332
3580,P0002,Groceries,S005,East,2023-05,retail_store_inventory,60.14,59.69,3.33,431,424,270.67,3,SUP-CAT4-0990
3581,P0002,Groceries,S005,East,2023-07,retail_store_inventory,56.42,58.18,5.0,797,300,319.67,3,SUP-CAT4-0187
3582,P0002,Groceries,S005,East,2023-08,retail_store_inventory,46.88,47.86,9.17,923,569,345.0,6,SUP-CAT4-0219
3583,P0002,Groceries,S005,East,2023-09,retail_store_inventory,82.46,84.33,5.0,14,116,462.0,1,SUP-CAT4-0759
3584,P0002,Groceries,S005,East,2023-10,retail_store_inventory,57.48,61.17,20.0,137,83,222.0,1,SUP-CAT4-0459
3585,P0002,Groceries,S005,East,2023-12,retail_store_inventory,67.8,63.48,5.0,74,111,77.0,1,SUP-CAT4-0498
3586,P0002,Groceries,S005,North,2022-01,retail_store_inventory,99.84,96.92,20.0,331,49,424.0,1,SUP-CAT4-0973
3587,P0002,Groceries,S005,North,2022-04,retail_store_inventory,19.15,22.2,0.0,6,41,250.0,1,SUP-CAT4-0206
3588,P0002,Groceries,S005,North,2022-05,retail_store_inventory,70.19,71.24,8.33,466,465,326.33,3,SUP-CAT4-0007
3589,P0002,Groceries,S005,North,2022-06,retail_store_inventory,86.67,86.53,5.0,124,53,250.0,1,SUP-CAT4-0881
3590,P0002,Groceries,S005,North,2022-07,retail_store_inventory,47.92,48.85,5.0,313,351,131.0,3,SUP-CAT4-0296
3591,P0002,Groceries,S005,North,2022-08,retail_store_inventory,32.33,30.51,11.67,155,337,266.67,3,SUP-CAT4-0321
3592,P0002,Groceries,S005,North,2022-09,retail_store_inventory,16.58,18.48,15.0,462,261,336.0,2,SUP-CAT4-0822
3593,P0002,Groceries,S005,North,2022-10,retail_store_inventory,55.65,56.87,15.0,58,27,176.0,1,SUP-CAT4-0625
3594,P0002,Groceries,S005,North,2022-11,retail_store_inventory,80.8,76.98,20.0,85,126,158.0,1,SUP-CAT4-0096
3595,P0002,Groceries,S005,North,2022-12,retail_store_inventory,94.05,95.0,0.0,54,98,257.0,1,SUP-CAT4-0893
3596,P0002,Groceries,S005,North,2023-01,retail_store_inventory,46.3,49.16,0.0,111,93,283.0,1,SUP-CAT4-0929
3597,P0002,Groceries,S005,North,2023-02,retail_store_inventory,86.14,81.36,15.0,225,30,245.0,1,SUP-CAT4-0009
3598,P0002,Groceries,S005,North,2023-03,retail_store_inventory,53.57,56.23,20.0,292,43,294.0,1,SUP-CAT4-0835
3599,P0002,Groceries,S005,North,2023-05,retail_store_inventory,36.62,34.64,12.5,164,103,349.0,2,SUP-CAT4-0177
3600,P0002,Groceries,S005,North,2023-06,retail_store_inventory,54.89,57.78,12.5,698,289,432.0,2,SUP-CAT4-0144
3601,P0002,Groceries,S005,North,2023-07,retail_store_inventory,23.23,26.16,0.0,100,109,108.0,1,SUP-CAT4-0765
3602,P0002,Groceries,S005,North,2023-08,retail_store_inventory,57.98,58.51,10.0,394,291,167.0,3,SUP-CAT4-0593
3603,P0002,Groceries,S005,North,2023-11,retail_store_inventory,57.45,58.36,12.5,377,302,299.75,4,SUP-CAT4-0437
3604,P0002,Groceries,S005,North,2023-12,retail_store_inventory,89.9,93.77,5.0,30,108,138.0,1,SUP-CAT4-0556
3605,P0002,Groceries,S005,North,2024-01,retail_store_inventory,34.96,34.89,0.0,97,80,253.0,1,SUP-CAT4-0201
3606,P0002,Groceries,S005,South,2022-01,retail_store_inventory,48.66,50.08,6.25,432,373,237.5,4,SUP-CAT4-0694
3607,P0002,Groceries,S005,South,2022-03,retail_store_inventory,44.28,44.96,5.0,519,279,359.5,2,SUP-CAT4-0356
3608,P0002,Groceries,S005,South,2022-04,retail_store_inventory,92.91,93.55,12.5,67,60,332.0,2,SUP-CAT4-0307
3609,P0002,Groceries,S005,South,2022-05,retail_store_inventory,61.23,64.12,5.0,208,56,198.0,2,SUP-CAT4-0560
3610,P0002,Groceries,S005,South,2022-06,retail_store_inventory,54.86,59.16,20.0,61,84,130.0,1,SUP-CAT4-0385
3611,P0002,Groceries,S005,South,2022-07,retail_store_inventory,26.74,27.72,7.5,236,149,202.0,2,SUP-CAT4-0065
3612,P0002,Groceries,S005,South,2022-08,retail_store_inventory,59.09,58.24,6.67,272,480,250.67,3,SUP-CAT4-0241
3613,P0002,Groceries,S005,South,2022-09,retail_store_inventory,62.17,60.98,20.0,118,64,272.0,1,SUP-CAT4-0980
3614,P0002,Groceries,S005,South,2022-10,retail_store_inventory,57.9,59.78,17.5,98,202,84.5,2,SUP-CAT4-0292
3615,P0002,Groceries,S005,South,2022-11,retail_store_inventory,67.94,68.61,8.33,320,256,167.33,3,SUP-CAT4-0396
3616,P0002,Groceries,S005,South,2022-12,retail_store_inventory,80.94,82.13,7.5,290,65,328.0,2,SUP-CAT4-0176
3617,P0002,Groceries,S005,South,2023-01,retail_store_inventory,25.01,25.02,15.0,52,21,88.0,1,SUP-CAT4-0053
3618,P0002,Groceries,S005,South,2023-02,retail_store_inventory,45.5,48.09,16.67,467,489,304.0,3,SUP-CAT4-0905
3619,P0002,Groceries,S005,South,2023-03,retail_store_inventory,37.47,36.48,8.33,596,311,330.0,3,SUP-CAT4-0595
3620,P0002,Groceries,S005,South,2023-04,retail_store_inventory,35.66,35.68,12.5,234,140,295.5,2,SUP-CAT4-0888
3621,P0002,Groceries,S005,South,2023-06,retail_store_inventory,93.41,97.64,10.0,389,133,474.0,1,SUP-CAT4-0832
3622,P0002,Groceries,S005,South,2023-07,retail_store_inventory,61.29,66.11,5.0,99,80,140.0,1,SUP-CAT4-0361
3623,P0002,Groceries,S005,South,2023-08,retail_store_inventory,50.11,47.95,0.0,12,43,440.0,1,SUP-CAT4-0481
3624,P0002,Groceries,S005,South,2023-11,retail_store_inventory,50.2,49.9,12.5,405,178,340.5,2,SUP-CAT4-0694
3625,P0002,Groceries,S005,South,2023-12,retail_store_inventory,59.34,60.62,5.0,991,255,387.0,3,SUP-CAT4-0777
3626,P0002,Groceries,S005,West,2022-01,retail_store_inventory,76.32,72.89,15.0,124,161,143.0,1,SUP-CAT4-0491
3627,P0002,Groceries,S005,West,2022-02,retail_store_inventory,35.1,37.04,15.0,667,460,331.0,3,SUP-CAT4-0038
3628,P0002,Groceries,S005,West,2022-04,retail_store_inventory,52.36,52.75,3.33,107,490,202.0,3,SUP-CAT4-0281
3629,P0002,Groceries,S005,West,2022-05,retail_store_inventory,83.34,79.01,5.0,75,223,107.5,2,SUP-CAT4-0312
3630,P0002,Groceries,S005,West,2022-06,retail_store_inventory,54.11,57.07,5.0,33,115,306.0,1,SUP-CAT4-0350
3631,P0002,Groceries,S005,West,2022-08,retail_store_inventory,47.92,46.09,5.0,125,118,353.0,1,SUP-CAT4-0590
3632,P0002,Groceries,S005,West,2022-10,retail_store_inventory,58.55,61.88,15.0,85,185,171.0,1,SUP-CAT4-0966
3633,P0002,Groceries,S005,West,2022-11,retail_store_inventory,21.95,17.76,10.0,85,96,93.0,1,SUP-CAT4-0148
3634,P0002,Groceries,S005,West,2023-04,retail_store_inventory,77.05,78.04,0.0,176,172,198.0,1,SUP-CAT4-0342
3635,P0002,Groceries,S005,West,2023-05,retail_store_inventory,78.04,81.67,0.0,87,163,153.0,1,SUP-CAT4-0268
3636,P0002,Groceries,S005,West,2023-06,retail_store_inventory,42.47,43.98,10.0,197,216,242.67,3,SUP-CAT4-0579
3637,P0002,Groceries,S005,West,2023-07,retail_store_inventory,19.06,19.64,20.0,69,163,80.0,1,SUP-CAT4-0815
3638,P0002,Groceries,S005,West,2023-09,retail_store_inventory,27.49,27.52,7.5,236,318,375.0,2,SUP-CAT4-0946
3639,P0002,Groceries,S005,West,2023-10,retail_store_inventory,55.3,57.16,6.67,360,375,138.0,3,SUP-CAT4-0508
3640,P0002,Groceries,S005,West,2023-11,retail_store_inventory,41.52,43.42,7.5,57,131,201.0,2,SUP-CAT4-0298
3641,P0002,Groceries,S005,West,2023-12,retail_store_inventory,31.16,26.98,10.0,483,159,256.0,2,SUP-CAT4-0218
3642,P0002,Toys,S001,East,2022-01,retail_store_inventory,56.65,58.12,7.5,255,309,202.0,2,SUP-CAT5-0809
3643,P0002,Toys,S001,East,2022-03,retail_store_inventory,42.34,40.32,16.25,379,438,233.0,4,SUP-CAT5-0046
3644,P0002,Toys,S001,East,2022-05,retail_store_inventory,31.29,30.54,0.0,71,150,202.0,1,SUP-CAT5-0115
3645,P0002,Toys,S001,East,2022-06,retail_store_inventory,78.89,82.27,15.0,79,59,311.0,1,SUP-CAT5-0062
3646,P0002,Toys,S001,East,2022-07,retail_store_inventory,91.95,90.33,5.0,537,225,281.67,3,SUP-CAT5-0734
3647,P0002,Toys,S001,East,2022-08,retail_store_inventory,52.4,52.34,5.0,312,102,178.5,2,SUP-CAT5-0853
3648,P0002,Toys,S001,East,2022-09,retail_store_inventory,63.18,66.39,10.0,364,413,325.33,3,SUP-CAT5-0807
3649,P0002,Toys,S001,East,2022-10,retail_store_inventory,44.94,46.62,13.33,481,394,313.67,3,SUP-CAT5-0275
3650,P0002,Toys,S001,East,2022-11,retail_store_inventory,43.12,44.35,0.0,56,71,103.0,1,SUP-CAT5-0838
3651,P0002,Toys,S001,East,2022-12,retail_store_inventory,48.42,48.06,13.33,372,231,265.33,3,SUP-CAT5-0005
3652,P0002,Toys,S001,East,2023-01,retail_store_inventory,40.69,36.95,20.0,17,147,59.0,1,SUP-CAT5-0976
3653,P0002,Toys,S001,East,2023-02,retail_store_inventory,41.58,40.25,11.67,225,376,242.33,3,SUP-CAT5-0598
3654,P0002,Toys,S001,East,2023-03,retail_store_inventory,98.74,99.87,5.0,82,32,109.0,1,SUP-CAT5-0711
3655,P0002,Toys,S001,East,2023-04,retail_store_inventory,26.63,23.9,15.0,220,163,294.0,1,SUP-CAT5-0098
3656,P0002,Toys,S001,East,2023-05,retail_store_inventory,87.42,88.24,10.0,95,40,420.0,1,SUP-CAT5-0978
3657,P0002,Toys,S001,East,2023-06,retail_store_inventory,36.55,33.97,20.0,32,128,67.0,1,SUP-CAT5-0392
3658,P0002,Toys,S001,East,2023-07,retail_store_inventory,69.69,69.98,0.0,304,180,210.0,2,SUP-CAT5-0279
3659,P0002,Toys,S001,East,2023-09,retail_store_inventory,33.29,32.8,20.0,105,78,181.0,1,SUP-CAT5-0851
3660,P0002,Toys,S001,East,2023-10,retail_store_inventory,74.86,73.9,17.5,199,265,338.5,2,SUP-CAT5-0522
3661,P0002,Toys,S001,East,2023-11,retail_store_inventory,17.22,14.26,12.5,98,244,161.5,2,SUP-CAT5-0133
3662,P0002,Toys,S001,North,2022-01,retail_store_inventory,49.32,48.21,6.67,399,400,226.67,3,SUP-CAT5-0215
3663,P0002,Toys,S001,North,2022-04,retail_store_inventory,89.31,86.22,10.0,397,255,247.5,2,SUP-CAT5-0364
3664,P0002,Toys,S001,North,2022-05,retail_store_inventory,55.23,55.03,6.67,221,293,321.67,3,SUP-CAT5-0084
3665,P0002,Toys,S001,North,2022-07,retail_store_inventory,68.56,66.55,8.33,132,378,258.33,3,SUP-CAT5-0507
3666,P0002,Toys,S001,North,2022-08,retail_store_inventory,39.45,44.09,10.0,351,106,436.0,1,SUP-CAT5-0439
3667,P0002,Toys,S001,North,2022-09,retail_store_inventory,36.06,37.48,15.0,674,225,401.5,2,SUP-CAT5-0649
3668,P0002,Toys,S001,North,2022-10,retail_store_inventory,50.4,54.47,7.5,283,124,239.0,2,SUP-CAT5-0720
3669,P0002,Toys,S001,North,2022-11,retail_store_inventory,67.58,66.95,5.0,656,244,440.0,2,SUP-CAT5-0136
3670,P0002,Toys,S001,North,2022-12,retail_store_inventory,47.54,50.51,10.0,14,143,204.0,1,SUP-CAT5-0779
3671,P0002,Toys,S001,North,2023-01,retail_store_inventory,69.84,67.5,15.0,302,340,233.0,3,SUP-CAT5-0822
3672,P0002,Toys,S001,North,2023-03,retail_store_inventory,55.89,59.38,15.0,26,200,101.0,1,SUP-CAT5-0017
3673,P0002,Toys,S001,North,2023-05,retail_store_inventory,75.76,77.46,7.5,205,325,302.0,2,SUP-CAT5-0761
3674,P0002,Toys,S001,North,2023-07,retail_store_inventory,63.33,61.3,8.33,418,271,179.67,3,SUP-CAT5-0943
3675,P0002,Toys,S001,North,2023-08,retail_store_inventory,48.84,48.84,13.33,252,448,238.33,3,SUP-CAT5-0393
3676,P0002,Toys,S001,North,2023-09,retail_store_inventory,74.56,73.3,1.67,183,303,239.67,3,SUP-CAT5-0248
3677,P0002,Toys,S001,North,2023-11,retail_store_inventory,39.24,41.78,10.0,723,461,273.25,4,SUP-CAT5-0552
3678,P0002,Toys,S001,North,2023-12,retail_store_inventory,54.19,54.38,2.5,507,294,378.0,2,SUP-CAT5-0293
3679,P0002,Toys,S001,South,2022-01,retail_store_inventory,52.52,54.02,12.5,333,187,213.0,2,SUP-CAT5-0210
3680,P0002,Toys,S001,South,2022-02,retail_store_inventory,86.92,83.56,20.0,34,94,138.0,1,SUP-CAT5-0833
3681,P0002,Toys,S001,South,2022-04,retail_store_inventory,83.68,80.65,7.5,313,338,303.5,2,SUP-CAT5-0601
3682,P0002,Toys,S001,South,2022-05,retail_store_inventory,46.96,45.52,10.0,236,211,196.0,2,SUP-CAT5-0895
3683,P0002,Toys,S001,South,2022-06,retail_store_inventory,62.09,62.35,7.5,196,225,337.0,2,SUP-CAT5-0717
3684,P0002,Toys,S001,South,2022-07,retail_store_inventory,44.82,44.13,17.5,168,103,256.0,2,SUP-CAT5-0737
3685,P0002,Toys,S001,South,2022-09,retail_store_inventory,41.82,45.39,2.5,189,245,328.5,2,SUP-CAT5-0787
3686,P0002,Toys,S001,South,2022-10,retail_store_inventory,66.3,70.89,15.0,86,189,134.0,1,SUP-CAT5-0333
3687,P0002,Toys,S001,South,2022-11,retail_store_inventory,32.7,30.84,10.0,502,341,283.33,3,SUP-CAT5-0131
3688,P0002,Toys,S001,South,2022-12,retail_store_inventory,42.04,43.61,13.33,263,304,297.33,3,SUP-CAT5-0463
3689,P0002,Toys,S001,South,2023-01,retail_store_inventory,57.69,56.06,10.0,40,105,206.0,1,SUP-CAT5-0973
3690,P0002,Toys,S001,South,2023-02,retail_store_inventory,12.2,13.36,5.0,33,35,67.0,1,SUP-CAT5-0835
3691,P0002,Toys,S001,South,2023-03,retail_store_inventory,78.04,78.69,12.5,152,238,191.5,2,SUP-CAT5-0724
3692,P0002,Toys,S001,South,2023-05,retail_store_inventory,23.65,19.81,0.0,80,113,313.0,1,SUP-CAT5-0358
3693,P0002,Toys,S001,South,2023-06,retail_store_inventory,70.19,72.47,15.0,49,48,75.0,1,SUP-CAT5-0211
3694,P0002,Toys,S001,South,2023-07,retail_store_inventory,87.83,88.65,2.5,266,275,365.0,2,SUP-CAT5-0806
3695,P0002,Toys,S001,South,2023-08,retail_store_inventory,45.69,46.46,20.0,305,112,386.0,1,SUP-CAT5-0440
3696,P0002,Toys,S001,South,2023-09,retail_store_inventory,51.76,49.0,15.0,225,268,397.5,2,SUP-CAT5-0783
3697,P0002,Toys,S001,South,2023-10,retail_store_inventory,62.82,63.64,8.33,216,353,194.67,3,SUP-CAT5-0212
3698,P0002,Toys,S001,South,2023-11,retail_store_inventory,62.24,61.91,0.0,53,106,258.0,1,SUP-CAT5-0469
3699,P0002,Toys,S001,South,2023-12,retail_store_inventory,10.47,10.55,5.0,233,119,390.0,1,SUP-CAT5-0798
3700,P0002,Toys,S001,West,2022-01,retail_store_inventory,74.73,76.11,13.33,408,294,226.0,3,SUP-CAT5-0897
3701,P0002,Toys,S001,West,2022-03,retail_store_inventory,75.8,74.32,5.0,566,195,443.0,2,SUP-CAT5-0044
3702,P0002,Toys,S001,West,2022-04,retail_store_inventory,84.63,79.88,0.0,217,183,257.0,1,SUP-CAT5-0385
3703,P0002,Toys,S001,West,2022-06,retail_store_inventory,72.19,67.39,5.0,103,159,448.0,1,SUP-CAT5-0267
3704,P0002,Toys,S001,West,2022-07,retail_store_inventory,44.87,39.93,5.0,56,178,75.0,1,SUP-CAT5-0750
3705,P0002,Toys,S001,West,2022-08,retail_store_inventory,59.52,57.87,5.0,253,198,162.5,2,SUP-CAT5-0780
3706,P0002,Toys,S001,West,2022-10,retail_store_inventory,11.37,7.89,5.0,159,33,421.0,1,SUP-CAT5-0640
3707,P0002,Toys,S001,West,2023-01,retail_store_inventory,30.68,32.61,15.0,257,113,406.0,1,SUP-CAT5-0746
3708,P0002,Toys,S001,West,2023-02,retail_store_inventory,11.56,7.03,20.0,348,29,422.0,1,SUP-CAT5-0332
3709,P0002,Toys,S001,West,2023-03,retail_store_inventory,50.99,50.84,5.0,305,262,199.0,3,SUP-CAT5-0059
3710,P0002,Toys,S001,West,2023-06,retail_store_inventory,71.51,69.44,16.67,336,521,180.33,3,SUP-CAT5-0532
3711,P0002,Toys,S001,West,2023-09,retail_store_inventory,63.91,63.19,12.5,476,425,248.0,4,SUP-CAT5-0022
3712,P0002,Toys,S001,West,2023-11,retail_store_inventory,12.99,10.42,20.0,253,155,354.0,1,SUP-CAT5-0607
3713,P0002,Toys,S002,East,2022-01,retail_store_inventory,36.13,32.2,20.0,70,191,114.0,1,SUP-CAT5-0607
3714,P0002,Toys,S002,East,2022-02,retail_store_inventory,45.72,41.01,5.0,38,83,60.0,1,SUP-CAT5-0537
3715,P0002,Toys,S002,East,2022-03,retail_store_inventory,41.5,37.2,15.0,295,109,313.0,1,SUP-CAT5-0847
3716,P0002,Toys,S002,East,2022-05,retail_store_inventory,80.47,82.02,0.0,63,200,245.0,1,SUP-CAT5-0111
3717,P0002,Toys,S002,East,2022-06,retail_store_inventory,48.72,45.05,20.0,84,38,136.0,1,SUP-CAT5-0407
3718,P0002,Toys,S002,East,2022-07,retail_store_inventory,19.1,19.36,7.5,390,227,307.5,2,SUP-CAT5-0992
3719,P0002,Toys,S002,East,2022-08,retail_store_inventory,33.2,30.48,7.5,80,302,257.5,2,SUP-CAT5-0255
3720,P0002,Toys,S002,East,2022-09,retail_store_inventory,44.28,45.55,16.25,592,472,231.5,4,SUP-CAT5-0967
3721,P0002,Toys,S002,East,2022-10,retail_store_inventory,76.05,75.76,7.5,105,287,412.5,2,SUP-CAT5-0003
3722,P0002,Toys,S002,East,2022-11,retail_store_inventory,19.93,17.61,15.0,696,367,375.33,3,SUP-CAT5-0038
3723,P0002,Toys,S002,East,2022-12,retail_store_inventory,58.06,61.15,10.0,522,202,265.0,2,SUP-CAT5-0213
3724,P0002,Toys,S002,East,2023-01,retail_store_inventory,84.02,84.43,0.0,138,152,157.5,2,SUP-CAT5-0945
3725,P0002,Toys,S002,East,2023-02,retail_store_inventory,24.92,24.56,20.0,263,237,341.0,2,SUP-CAT5-0644
3726,P0002,Toys,S002,East,2023-03,retail_store_inventory,94.26,92.9,0.0,163,67,227.0,1,SUP-CAT5-0532
3727,P0002,Toys,S002,East,2023-06,retail_store_inventory,34.45,37.75,20.0,131,163,214.0,1,SUP-CAT5-0123
3728,P0002,Toys,S002,East,2023-08,retail_store_inventory,49.93,49.78,20.0,124,49,476.0,1,SUP-CAT5-0126
3729,P0002,Toys,S002,East,2023-09,retail_store_inventory,77.41,81.12,17.5,36,145,288.0,2,SUP-CAT5-0858
3730,P0002,Toys,S002,East,2023-10,retail_store_inventory,47.62,47.92,10.0,143,280,179.5,2,SUP-CAT5-0821
3731,P0002,Toys,S002,East,2023-11,retail_store_inventory,51.4,56.16,0.0,69,156,437.0,1,SUP-CAT5-0060
3732,P0002,Toys,S002,North,2022-01,retail_store_inventory,70.53,70.4,9.0,387,313,221.6,5,SUP-CAT5-0433
3733,P0002,Toys,S002,North,2022-03,retail_store_inventory,57.42,57.5,11.0,588,545,360.6,5,SUP-CAT5-0547
3734,P0002,Toys,S002,North,2022-04,retail_store_inventory,75.9,77.32,17.5,84,190,176.5,2,SUP-CAT5-0714
3735,P0002,Toys,S002,North,2022-05,retail_store_inventory,49.82,49.16,11.67,362,358,196.33,3,SUP-CAT5-0009
3736,P0002,Toys,S002,North,2022-06,retail_store_inventory,73.47,73.9,5.0,407,457,233.33,3,SUP-CAT5-0828
3737,P0002,Toys,S002,North,2022-07,retail_store_inventory,58.33,55.88,10.0,254,223,359.5,2,SUP-CAT5-0526
3738,P0002,Toys,S002,North,2022-08,retail_store_inventory,20.38,17.82,10.0,47,29,475.0,1,SUP-CAT5-0539
3739,P0002,Toys,S002,North,2022-10,retail_store_inventory,78.04,73.45,5.0,29,70,162.0,1,SUP-CAT5-0360
3740,P0002,Toys,S002,North,2022-11,retail_store_inventory,80.11,77.71,5.0,180,99,288.0,1,SUP-CAT5-0050
3741,P0002,Toys,S002,North,2023-01,retail_store_inventory,39.58,39.55,0.0,157,83,406.0,1,SUP-CAT5-0932
3742,P0002,Toys,S002,North,2023-02,retail_store_inventory,60.68,62.4,12.5,354,280,247.0,2,SUP-CAT5-0823
3743,P0002,Toys,S002,North,2023-03,retail_store_inventory,44.99,48.46,10.0,24,160,77.0,1,SUP-CAT5-0829
3744,P0002,Toys,S002,North,2023-04,retail_store_inventory,95.32,92.06,10.0,83,166,217.0,1,SUP-CAT5-0695
3745,P0002,Toys,S002,North,2023-05,retail_store_inventory,80.2,79.6,20.0,146,82,316.0,1,SUP-CAT5-0487
3746,P0002,Toys,S002,North,2023-06,retail_store_inventory,87.45,85.46,0.0,7,74,82.0,1,SUP-CAT5-0911
3747,P0002,Toys,S002,North,2023-07,retail_store_inventory,69.55,69.83,10.0,126,75,391.0,1,SUP-CAT5-0109
3748,P0002,Toys,S002,North,2023-08,retail_store_inventory,59.34,61.21,10.0,265,395,364.67,3,SUP-CAT5-0271
3749,P0002,Toys,S002,North,2023-09,retail_store_inventory,28.86,27.06,6.67,600,88,381.67,3,SUP-CAT5-0449
3750,P0002,Toys,S002,North,2023-10,retail_store_inventory,62.87,66.03,12.5,260,301,166.5,2,SUP-CAT5-0786
3751,P0002,Toys,S002,North,2023-11,retail_store_inventory,28.34,29.76,2.5,268,384,249.5,2,SUP-CAT5-0335
3752,P0002,Toys,S002,South,2022-01,demand_forecasting_dataset,31.62,32.05,9.03,2585,2625,264.68,31,SUP-CAT5-0874
3753,P0002,Toys,S002,South,2022-01,retail_store_inventory,77.73,77.58,11.67,338,222,323.33,3,SUP-CAT5-0316
3754,P0002,Toys,S002,South,2022-02,demand_forecasting_dataset,33.18,33.55,8.57,2691,2847,281.04,28,SUP-CAT5-0356
3755,P0002,Toys,S002,South,2022-02,retail_store_inventory,57.68,57.17,5.0,536,642,159.75,4,SUP-CAT5-0321
3756,P0002,Toys,S002,South,2022-03,demand_forecasting_dataset,34.27,35.06,9.84,3497,3423,322.1,31,SUP-CAT5-0411
3757,P0002,Toys,S002,South,2022-03,retail_store_inventory,71.84,72.3,15.0,343,165,253.5,2,SUP-CAT5-0815
3758,P0002,Toys,S002,South,2022-04,demand_forecasting_dataset,30.79,31.86,9.67,2472,2330,261.0,30,SUP-CAT5-0334
3759,P0002,Toys,S002,South,2022-04,retail_store_inventory,69.45,69.97,17.5,88,122,265.0,2,SUP-CAT5-0488
3760,P0002,Toys,S002,South,2022-05,demand_forecasting_dataset,26.19,26.91,9.19,1398,1607,175.68,31,SUP-CAT5-0006
3761,P0002,Toys,S002,South,2022-05,retail_store_inventory,85.72,83.82,2.5,465,192,295.0,2,SUP-CAT5-0554
3762,P0002,Toys,S002,South,2022-06,demand_forecasting_dataset,30.97,32.5,9.67,2632,2438,240.47,30,SUP-CAT5-0232
3763,P0002,Toys,S002,South,2022-06,retail_store_inventory,27.46,29.49,0.0,44,97,418.0,1,SUP-CAT5-0492
3764,P0002,Toys,S002,South,2022-07,demand_forecasting_dataset,26.11,26.48,9.35,1403,1472,163.45,31,SUP-CAT5-0332
3765,P0002,Toys,S002,South,2022-07,retail_store_inventory,88.14,88.75,0.0,12,37,182.0,1,SUP-CAT5-0380
3766,P0002,Toys,S002,South,2022-08,demand_forecasting_dataset,32.22,32.64,9.03,3006,3080,243.13,31,SUP-CAT5-0109
3767,P0002,Toys,S002,South,2022-08,retail_store_inventory,32.4,30.02,0.0,120,149,279.0,1,SUP-CAT5-0461
3768,P0002,Toys,S002,South,2022-09,demand_forecasting_dataset,31.35,31.52,9.0,2655,2695,239.4,30,SUP-CAT5-0766
3769,P0002,Toys,S002,South,2022-09,retail_store_inventory,83.48,86.14,20.0,151,198,181.0,1,SUP-CAT5-0610
3770,P0002,Toys,S002,South,2022-10,demand_forecasting_dataset,31.59,32.74,8.55,2741,2758,284.1,31,SUP-CAT5-0427
3771,P0002,Toys,S002,South,2022-10,retail_store_inventory,16.03,13.14,10.0,251,188,488.0,1,SUP-CAT5-0847
3772,P0002,Toys,S002,South,2022-11,demand_forecasting_dataset,30.2,31.18,9.67,2376,2331,256.4,30,SUP-CAT5-0569
3773,P0002,Toys,S002,South,2022-12,demand_forecasting_dataset,31.62,32.93,8.06,2877,2772,267.55,31,SUP-CAT5-0614
3774,P0002,Toys,S002,South,2022-12,retail_store_inventory,22.66,23.74,15.0,29,142,186.0,1,SUP-CAT5-0285
3775,P0002,Toys,S002,South,2023-01,demand_forecasting_dataset,32.38,33.48,7.42,2782,2822,296.94,31,SUP-CAT5-0686
3776,P0002,Toys,S002,South,2023-01,retail_store_inventory,34.34,34.36,12.5,262,188,278.0,2,SUP-CAT5-0361
3777,P0002,Toys,S002,South,2023-02,demand_forecasting_dataset,24.08,25.14,10.54,854,749,191.68,28,SUP-CAT5-0195
3778,P0002,Toys,S002,South,2023-02,retail_store_inventory,70.85,72.54,14.0,429,671,146.4,5,SUP-CAT5-0754
3779,P0002,Toys,S002,South,2023-03,demand_forecasting_dataset,35.6,36.62,8.55,3862,4191,323.35,31,SUP-CAT5-0578
3780,P0002,Toys,S002,South,2023-03,retail_store_inventory,52.94,53.77,10.0,330,433,181.0,3,SUP-CAT5-0470
3781,P0002,Toys,S002,South,2023-04,demand_forecasting_dataset,28.9,30.18,9.17,2095,1823,244.03,30,SUP-CAT5-0714
3782,P0002,Toys,S002,South,2023-04,retail_store_inventory,58.1,59.06,10.0,518,205,387.5,2,SUP-CAT5-0597
3783,P0002,Toys,S002,South,2023-05,demand_forecasting_dataset,30.94,30.75,9.03,2497,2609,227.74,31,SUP-CAT5-0760
3784,P0002,Toys,S002,South,2023-05,retail_store_inventory,39.86,37.54,20.0,229,183,350.5,2,SUP-CAT5-0423
3785,P0002,Toys,S002,South,2023-06,demand_forecasting_dataset,31.24,32.88,9.17,2643,2536,268.23,30,SUP-CAT5-1000
3786,P0002,Toys,S002,South,2023-07,demand_forecasting_dataset,30.79,31.62,10.0,2576,2665,249.48,31,SUP-CAT5-0558
3787,P0002,Toys,S002,South,2023-07,retail_store_inventory,42.54,43.71,5.0,515,93,469.0,2,SUP-CAT5-0471
3788,P0002,Toys,S002,South,2023-08,demand_forecasting_dataset,31.81,33.41,8.23,2925,2886,257.03,31,SUP-CAT5-0898
3789,P0002,Toys,S002,South,2023-08,retail_store_inventory,39.79,40.98,5.0,207,200,178.0,2,SUP-CAT5-1000
3790,P0002,Toys,S002,South,2023-09,demand_forecasting_dataset,31.84,32.99,9.17,2817,2884,250.17,30,SUP-CAT5-0268
3791,P0002,Toys,S002,South,2023-09,retail_store_inventory,25.28,27.07,0.0,41,158,133.0,1,SUP-CAT5-0233
3792,P0002,Toys,S002,South,2023-10,demand_forecasting_dataset,27.51,27.94,10.0,1825,1832,257.55,31,SUP-CAT5-0520
