Sale_ID,Date,Store_ID,Product_ID,Category,Region,Inventory_Level,Units_Sold,Units_Ordered,Price,Discount,Weather_Condition,Promotion,Competitor_Pricing,Seasonality,Epidemic,Source
15823,2022-03-21,S001,P0012,Groceries,North,272,44,0,67.26,10,Sunny,0,61.93,Spring,0.0,demand_forecasting_dataset
15824,2022-03-21,S001,P0012,Groceries,West,271,76,188,82.4,5,Snowy,0,77.9,Spring,,retail_store_inventory
15825,2022-03-21,S001,P0013,Toys,North,124,110,197,41.88,5,Sunny,0,39.68,Spring,0.0,demand_forecasting_dataset
15826,2022-03-21,S001,P0013,Groceries,West,448,378,95,79.98,5,Snowy,0,75.91,Summer,,retail_store_inventory
15827,2022-03-21,S001,P0014,Groceries,North,315,127,0,82.8,0,Sunny,0,97.15,Spring,0.0,demand_forecasting_dataset
15828,2022-03-21,S001,P0014,Toys,North,492,405,87,36.0,20,Sunny,0,32.99,Winter,,retail_store_inventory
15829,2022-03-21,S001,P0015,Toys,North,176,123,133,17.34,5,Sunny,0,17.13,Spring,0.0,demand_forecasting_dataset
15830,2022-03-21,S001,P0015,Clothing,South,189,75,164,64.39,0,Rainy,0,61.97,Summer,,retail_store_inventory
15831,2022-03-21,S001,P0016,Groceries,North,332,67,0,38.34,0,Sunny,0,41.21,Spring,0.0,demand_forecasting_dataset
15832,2022-03-21,S001,P0016,Clothing,West,158,65,22,74.14,20,Cloudy,1,73.4,Spring,,retail_store_inventory
15833,2022-03-21,S001,P0017,Toys,North,114,72,80,21.79,10,Sunny,0,18.87,Spring,0.0,demand_forecasting_dataset
15834,2022-03-21,S001,P0017,Furniture,South,310,274,153,48.57,20,Sunny,0,50.35,Winter,,retail_store_inventory
15835,2022-03-21,S001,P0018,Groceries,North,168,168,185,75.99,0,Sunny,0,83.42,Spring,0.0,demand_forecasting_dataset
15836,2022-03-21,S001,P0018,Furniture,East,427,410,44,88.79,5,Rainy,1,85.71,Summer,,retail_store_inventory
15837,2022-03-21,S001,P0019,Furniture,North,73,73,114,120.01,10,Sunny,1,144.06,Spring,0.0,demand_forecasting_dataset
15838,2022-03-21,S001,P0019,Toys,South,257,255,152,32.29,20,Cloudy,1,29.5,Spring,,retail_store_inventory
15839,2022-03-21,S001,P0020,Furniture,North,215,82,0,136.3,0,Sunny,0,119.44,Spring,0.0,demand_forecasting_dataset
15840,2022-03-21,S001,P0020,Toys,South,425,121,87,99.28,10,Rainy,0,100.4,Summer,,retail_store_inventory
15841,2022-03-21,S002,P0001,Groceries,South,493,125,0,80.17,5,Sunny,0,93.75,Spring,0.0,demand_forecasting_dataset
15842,2022-03-21,S002,P0001,Toys,North,274,91,177,52.35,0,Sunny,1,52.31,Winter,,retail_store_inventory
15843,2022-03-21,S002,P0002,Toys,South,173,80,0,29.69,5,Sunny,0,33.07,Spring,0.0,demand_forecasting_dataset
15844,2022-03-21,S002,P0002,Electronics,East,349,254,86,52.69,20,Snowy,1,54.83,Winter,,retail_store_inventory
15845,2022-03-21,S002,P0003,Groceries,South,575,167,440,91.65,15,Sunny,1,80.11,Spring,0.0,demand_forecasting_dataset
15846,2022-03-21,S002,P0003,Clothing,South,251,172,121,95.06,5,Rainy,0,96.72,Summer,,retail_store_inventory
15847,2022-03-21,S002,P0004,Groceries,South,796,71,0,40.71,0,Sunny,0,45.75,Spring,0.0,demand_forecasting_dataset
15848,2022-03-21,S002,P0004,Clothing,East,257,96,171,68.06,10,Snowy,1,73.0,Summer,,retail_store_inventory
15849,2022-03-21,S002,P0005,Electronics,South,247,109,0,77.74,25,Sunny,1,82.7,Spring,0.0,demand_forecasting_dataset
15850,2022-03-21,S002,P0005,Electronics,South,112,13,92,52.44,5,Rainy,1,48.4,Spring,,retail_store_inventory
15851,2022-03-21,S002,P0006,Clothing,South,160,84,0,63.63,5,Sunny,0,56.76,Spring,0.0,demand_forecasting_dataset
15852,2022-03-21,S002,P0006,Groceries,West,331,164,142,65.11,15,Sunny,1,62.71,Autumn,,retail_store_inventory
15853,2022-03-21,S002,P0007,Toys,South,408,119,460,26.95,25,Sunny,1,30.11,Spring,0.0,demand_forecasting_dataset
15854,2022-03-21,S002,P0007,Groceries,East,403,28,30,90.61,10,Snowy,0,89.78,Winter,,retail_store_inventory
15855,2022-03-21,S002,P0008,Groceries,South,70,70,106,26.25,0,Sunny,0,28.1,Spring,0.0,demand_forecasting_dataset
15856,2022-03-21,S002,P0008,Clothing,East,186,176,61,17.06,15,Cloudy,0,12.57,Summer,,retail_store_inventory
15857,2022-03-21,S002,P0009,Groceries,South,294,125,305,79.89,0,Sunny,0,79.72,Spring,0.0,demand_forecasting_dataset
15858,2022-03-21,S002,P0009,Furniture,North,470,254,196,86.71,10,Cloudy,1,86.27,Autumn,,retail_store_inventory
15859,2022-03-21,S002,P0010,Groceries,South,168,139,182,102.23,10,Sunny,0,118.37,Spring,0.0,demand_forecasting_dataset
15860,2022-03-21,S002,P0010,Toys,West,258,174,118,97.08,5,Cloudy,1,92.32,Winter,,retail_store_inventory
15861,2022-03-21,S002,P0011,Groceries,South,396,40,0,86.44,0,Sunny,0,77.82,Spring,0.0,demand_forecasting_dataset
15862,2022-03-21,S002,P0011,Electronics,North,240,8,148,93.67,10,Snowy,0,89.18,Summer,,retail_store_inventory
15863,2022-03-21,S002,P0012,Electronics,South,190,44,0,58.42,0,Sunny,0,63.75,Spring,0.0,demand_forecasting_dataset
15864,2022-03-21,S002,P0012,Toys,East,328,149,182,79.61,5,Cloudy,0,81.54,Winter,,retail_store_inventory
15865,2022-03-21,S002,P0013,Groceries,South,1032,94,0,24.35,5,Sunny,0,23.0,Spring,0.0,demand_forecasting_dataset
15866,2022-03-21,S002,P0013,Clothing,West,496,30,69,44.79,15,Snowy,1,49.04,Autumn,,retail_store_inventory
15867,2022-03-21,S002,P0014,Electronics,South,1027,73,0,122.27,5,Sunny,0,139.56,Spring,0.0,demand_forecasting_dataset
15868,2022-03-21,S002,P0014,Groceries,South,386,198,132,42.12,20,Rainy,1,46.38,Winter,,retail_store_inventory
15869,2022-03-21,S002,P0015,Clothing,South,882,118,0,69.48,5,Sunny,0,69.13,Spring,0.0,demand_forecasting_dataset
15870,2022-03-21,S002,P0015,Clothing,North,197,59,169,46.63,20,Cloudy,0,50.71,Spring,,retail_store_inventory
15871,2022-03-21,S002,P0016,Clothing,South,223,101,226,84.93,10,Sunny,0,92.48,Spring,0.0,demand_forecasting_dataset
15872,2022-03-21,S002,P0016,Groceries,North,237,164,32,45.82,15,Rainy,1,46.58,Winter,,retail_store_inventory
15873,2022-03-21,S002,P0017,Toys,South,609,188,591,28.72,0,Sunny,0,27.62,Spring,0.0,demand_forecasting_dataset
15874,2022-03-21,S002,P0017,Furniture,South,106,2,148,98.34,10,Sunny,1,96.57,Autumn,,retail_store_inventory
15875,2022-03-21,S002,P0018,Clothing,South,107,107,115,30.45,5,Sunny,0,27.52,Spring,0.0,demand_forecasting_dataset
15876,2022-03-21,S002,P0018,Electronics,South,72,23,87,56.86,15,Sunny,1,53.42,Spring,,retail_store_inventory
15877,2022-03-21,S002,P0019,Clothing,South,790,56,0,77.09,10,Sunny,1,71.26,Spring,0.0,demand_forecasting_dataset
15878,2022-03-21,S002,P0019,Groceries,South,190,94,167,31.84,20,Sunny,1,34.21,Summer,,retail_store_inventory
15879,2022-03-21,S002,P0020,Furniture,South,74,72,0,121.43,5,Sunny,0,144.61,Spring,0.0,demand_forecasting_dataset
15880,2022-03-21,S002,P0020,Furniture,South,326,321,20,65.94,10,Rainy,1,63.71,Winter,,retail_store_inventory
15881,2022-03-21,S003,P0001,Toys,East,517,110,0,20.32,0,Sunny,0,19.37,Spring,0.0,demand_forecasting_dataset
15882,2022-03-21,S003,P0001,Furniture,South,345,11,134,51.88,20,Rainy,1,48.6,Summer,,retail_store_inventory
15883,2022-03-21,S003,P0002,Groceries,East,0,0,0,56.37,5,Sunny,0,52.92,Spring,0.0,demand_forecasting_dataset
15884,2022-03-21,S003,P0002,Groceries,North,153,95,145,67.09,10,Snowy,0,66.94,Summer,,retail_store_inventory
15885,2022-03-21,S003,P0003,Electronics,East,212,212,281,103.77,25,Sunny,1,112.5,Spring,0.0,demand_forecasting_dataset
15886,2022-03-21,S003,P0003,Groceries,East,125,114,102,89.33,0,Rainy,1,93.97,Autumn,,retail_store_inventory
15887,2022-03-21,S003,P0004,Groceries,East,95,21,0,17.64,0,Sunny,0,21.17,Spring,0.0,demand_forecasting_dataset
15888,2022-03-21,S003,P0004,Electronics,West,228,78,120,97.17,5,Snowy,1,93.1,Winter,,retail_store_inventory
15889,2022-03-21,S003,P0005,Toys,East,736,107,0,22.0,20,Sunny,1,19.47,Spring,0.0,demand_forecasting_dataset
15890,2022-03-21,S003,P0005,Toys,West,340,213,107,44.31,20,Rainy,0,43.08,Summer,,retail_store_inventory
15891,2022-03-21,S003,P0006,Toys,East,226,88,0,37.31,5,Sunny,0,44.55,Spring,0.0,demand_forecasting_dataset
15892,2022-03-21,S003,P0006,Toys,West,93,30,170,57.51,20,Cloudy,0,56.98,Autumn,,retail_store_inventory
15893,2022-03-21,S003,P0007,Groceries,East,1008,189,0,17.2,20,Sunny,1,16.73,Spring,0.0,demand_forecasting_dataset
15894,2022-03-21,S003,P0007,Groceries,West,133,89,199,84.49,20,Sunny,0,81.82,Summer,,retail_store_inventory
15895,2022-03-21,S003,P0008,Clothing,East,194,64,0,109.07,10,Sunny,0,103.73,Spring,0.0,demand_forecasting_dataset
15896,2022-03-21,S003,P0008,Clothing,North,367,77,195,67.42,20,Rainy,1,67.21,Autumn,,retail_store_inventory
15897,2022-03-21,S003,P0009,Groceries,East,101,96,152,63.85,5,Sunny,0,63.71,Spring,0.0,demand_forecasting_dataset
15898,2022-03-21,S003,P0009,Furniture,North,472,459,34,16.66,5,Sunny,0,15.76,Spring,,retail_store_inventory
15899,2022-03-21,S003,P0010,Groceries,East,150,72,81,35.08,10,Sunny,0,41.33,Spring,0.0,demand_forecasting_dataset
15900,2022-03-21,S003,P0010,Clothing,West,256,225,106,82.73,10,Snowy,0,81.89,Winter,,retail_store_inventory
15901,2022-03-21,S003,P0011,Electronics,East,118,118,0,132.65,5,Sunny,0,117.62,Spring,0.0,demand_forecasting_dataset
15902,2022-03-21,S003,P0011,Clothing,East,308,141,42,82.97,10,Cloudy,1,85.39,Autumn,,retail_store_inventory
15903,2022-03-21,S003,P0012,Furniture,East,95,80,0,93.5,10,Sunny,0,91.92,Spring,0.0,demand_forecasting_dataset
15904,2022-03-21,S003,P0012,Clothing,West,134,36,126,55.09,5,Rainy,0,58.23,Summer,,retail_store_inventory
15905,2022-03-21,S003,P0013,Groceries,East,478,139,0,91.38,0,Sunny,0,82.13,Spring,0.0,demand_forecasting_dataset
15906,2022-03-21,S003,P0013,Groceries,East,381,171,27,86.91,20,Sunny,1,85.43,Autumn,,retail_store_inventory
15907,2022-03-21,S003,P0014,Groceries,East,443,166,561,126.5,0,Sunny,0,136.75,Spring,0.0,demand_forecasting_dataset
15908,2022-03-21,S003,P0014,Furniture,North,134,45,50,51.58,5,Sunny,1,49.12,Summer,,retail_store_inventory
15909,2022-03-21,S003,P0015,Groceries,East,586,116,576,111.96,0,Sunny,0,135.19,Spring,0.0,demand_forecasting_dataset
15910,2022-03-21,S003,P0015,Electronics,North,442,268,194,78.64,15,Sunny,0,81.18,Spring,,retail_store_inventory
15911,2022-03-21,S003,P0016,Electronics,East,179,127,0,99.93,10,Sunny,0,95.06,Spring,0.0,demand_forecasting_dataset
15912,2022-03-21,S003,P0016,Clothing,East,266,17,127,39.07,0,Sunny,0,35.47,Autumn,,retail_store_inventory
15913,2022-03-21,S003,P0017,Furniture,East,561,95,0,141.87,0,Sunny,0,137.5,Spring,0.0,demand_forecasting_dataset
15914,2022-03-21,S003,P0017,Toys,East,386,141,122,77.72,20,Cloudy,1,81.31,Summer,,retail_store_inventory
15915,2022-03-21,S003,P0018,Furniture,East,554,120,0,162.11,0,Sunny,0,141.47,Spring,0.0,demand_forecasting_dataset
15916,2022-03-21,S003,P0018,Groceries,North,381,52,180,88.31,10,Rainy,1,86.66,Winter,,retail_store_inventory
15917,2022-03-21,S003,P0019,Groceries,East,174,174,262,79.12,10,Sunny,1,88.74,Spring,0.0,demand_forecasting_dataset
15918,2022-03-21,S003,P0019,Furniture,South,168,121,128,37.05,5,Sunny,0,36.36,Autumn,,retail_store_inventory
15919,2022-03-21,S003,P0020,Clothing,East,68,68,614,84.56,10,Sunny,0,77.79,Spring,0.0,demand_forecasting_dataset
15920,2022-03-21,S003,P0020,Electronics,West,336,17,181,31.19,20,Snowy,0,32.66,Autumn,,retail_store_inventory
15921,2022-03-21,S004,P0001,Groceries,West,359,154,691,12.23,10,Sunny,0,13.73,Spring,0.0,demand_forecasting_dataset
15922,2022-03-21,S004,P0001,Groceries,North,89,60,59,17.42,15,Rainy,0,20.86,Winter,,retail_store_inventory
15923,2022-03-21,S004,P0002,Groceries,West,250,157,364,27.36,5,Sunny,0,26.63,Spring,0.0,demand_forecasting_dataset
15924,2022-03-21,S004,P0002,Furniture,North,407,346,123,14.84,20,Cloudy,1,10.59,Summer,,retail_store_inventory
15925,2022-03-21,S004,P0003,Furniture,West,249,138,0,131.52,20,Sunny,1,139.0,Spring,0.0,demand_forecasting_dataset
15926,2022-03-21,S004,P0003,Electronics,South,407,272,110,49.21,20,Snowy,0,52.01,Autumn,,retail_store_inventory
15927,2022-03-21,S004,P0004,Groceries,West,463,116,0,58.08,5,Sunny,0,54.06,Spring,0.0,demand_forecasting_dataset
15928,2022-03-21,S004,P0004,Groceries,West,342,89,157,95.84,15,Snowy,0,92.65,Spring,,retail_store_inventory
15929,2022-03-21,S004,P0005,Clothing,West,138,138,139,65.43,20,Sunny,1,79.18,Spring,0.0,demand_forecasting_dataset
15930,2022-03-21,S004,P0005,Clothing,North,67,5,38,62.18,15,Cloudy,0,61.07,Summer,,retail_store_inventory
15931,2022-03-21,S004,P0006,Groceries,West,557,85,0,34.51,0,Sunny,0,37.16,Spring,0.0,demand_forecasting_dataset
15932,2022-03-21,S004,P0006,Groceries,South,459,58,34,26.65,0,Snowy,0,31.08,Winter,,retail_store_inventory
15933,2022-03-21,S004,P0007,Groceries,West,268,136,0,28.08,20,Sunny,1,31.62,Spring,0.0,demand_forecasting_dataset
15934,2022-03-21,S004,P0007,Clothing,East,139,102,193,33.56,10,Cloudy,0,31.96,Summer,,retail_store_inventory
15935,2022-03-21,S004,P0008,Furniture,West,175,47,0,102.22,0,Sunny,0,94.83,Spring,0.0,demand_forecasting_dataset
15936,2022-03-21,S004,P0008,Toys,South,122,21,20,37.31,5,Snowy,1,32.95,Spring,,retail_store_inventory
15937,2022-03-21,S004,P0009,Clothing,West,364,86,388,128.93,5,Sunny,0,125.03,Spring,0.0,demand_forecasting_dataset
15938,2022-03-21,S004,P0009,Electronics,South,444,155,197,68.7,5,Rainy,0,70.09,Winter,,retail_store_inventory
15939,2022-03-21,S004,P0010,Groceries,West,455,61,0,26.45,0,Sunny,0,23.11,Spring,0.0,demand_forecasting_dataset
15940,2022-03-21,S004,P0010,Groceries,North,286,264,45,13.26,20,Snowy,1,17.96,Summer,,retail_store_inventory
15941,2022-03-21,S004,P0011,Clothing,West,301,106,0,66.35,0,Sunny,0,64.64,Spring,0.0,demand_forecasting_dataset
15942,2022-03-21,S004,P0011,Toys,South,343,43,162,35.01,20,Cloudy,1,34.82,Spring,,retail_store_inventory
15943,2022-03-21,S004,P0012,Electronics,West,125,45,0,88.5,5,Sunny,0,102.53,Spring,0.0,demand_forecasting_dataset
15944,2022-03-21,S004,P0012,Furniture,East,240,92,184,59.77,0,Cloudy,1,61.43,Spring,,retail_store_inventory
15945,2022-03-21,S004,P0013,Groceries,West,385,128,0,26.96,0,Sunny,0,23.69,Spring,0.0,demand_forecasting_dataset
15946,2022-03-21,S004,P0013,Groceries,East,111,26,182,75.62,0,Cloudy,1,77.98,Spring,,retail_store_inventory
15947,2022-03-21,S004,P0014,Furniture,West,251,72,0,166.91,5,Sunny,0,154.41,Spring,0.0,demand_forecasting_dataset
15948,2022-03-21,S004,P0014,Clothing,West,321,124,59,99.06,10,Rainy,0,98.2,Summer,,retail_store_inventory
15949,2022-03-21,S004,P0015,Furniture,West,258,90,310,102.89,0,Sunny,0,113.99,Spring,0.0,demand_forecasting_dataset
15950,2022-03-21,S004,P0015,Electronics,East,212,141,75,21.68,10,Sunny,0,25.01,Spring,,retail_store_inventory
15951,2022-03-21,S004,P0016,Furniture,West,170,79,0,110.23,10,Sunny,0,132.89,Spring,0.0,demand_forecasting_dataset
15952,2022-03-21,S004,P0016,Furniture,South,211,43,187,12.36,0,Sunny,1,13.91,Spring,,retail_store_inventory
15953,2022-03-21,S004,P0017,Clothing,West,142,5,0,68.14,5,Sunny,0,60.4,Spring,0.0,demand_forecasting_dataset
15954,2022-03-21,S004,P0017,Furniture,West,300,106,178,36.0,0,Sunny,0,33.98,Summer,,retail_store_inventory
15955,2022-03-21,S004,P0018,Furniture,West,129,68,71,161.3,5,Sunny,0,174.21,Spring,0.0,demand_forecasting_dataset
15956,2022-03-21,S004,P0018,Electronics,South,257,244,77,60.84,15,Cloudy,1,64.41,Summer,,retail_store_inventory
15957,2022-03-21,S004,P0019,Clothing,West,177,160,173,77.23,10,Sunny,1,72.64,Spring,0.0,demand_forecasting_dataset
15958,2022-03-21,S004,P0019,Clothing,East,155,102,75,96.85,10,Snowy,0,91.99,Spring,,retail_store_inventory
15959,2022-03-21,S004,P0020,Furniture,West,120,75,166,129.08,5,Sunny,0,125.03,Spring,0.0,demand_forecasting_dataset
15960,2022-03-21,S004,P0020,Furniture,South,405,180,160,87.06,0,Cloudy,1,89.61,Autumn,,retail_store_inventory
15961,2022-03-21,S005,P0001,Groceries,North,237,126,467,15.45,10,Sunny,0,15.42,Spring,0.0,demand_forecasting_dataset
15962,2022-03-21,S005,P0001,Toys,West,150,23,120,14.49,15,Cloudy,1,11.71,Winter,,retail_store_inventory
15963,2022-03-21,S005,P0002,Electronics,North,588,78,0,37.05,10,Sunny,0,41.11,Spring,0.0,demand_forecasting_dataset
15964,2022-03-21,S005,P0002,Toys,West,152,46,33,82.7,15,Snowy,1,87.43,Autumn,,retail_store_inventory
15965,2022-03-21,S005,P0003,Toys,North,234,153,257,39.59,10,Sunny,1,43.69,Spring,0.0,demand_forecasting_dataset
15966,2022-03-21,S005,P0003,Furniture,East,214,61,32,86.98,0,Snowy,0,88.52,Autumn,,retail_store_inventory
15967,2022-03-21,S005,P0004,Groceries,North,89,67,85,7.0,10,Sunny,0,8.48,Spring,0.0,demand_forecasting_dataset
15968,2022-03-21,S005,P0004,Furniture,North,324,187,148,69.5,5,Rainy,1,72.28,Winter,,retail_store_inventory
15969,2022-03-21,S005,P0005,Groceries,North,207,206,0,15.51,25,Sunny,1,17.24,Spring,0.0,demand_forecasting_dataset
15970,2022-03-21,S005,P0005,Groceries,South,245,116,50,37.39,10,Sunny,1,41.26,Summer,,retail_store_inventory
15971,2022-03-21,S005,P0006,Groceries,North,602,62,0,54.07,0,Sunny,0,60.85,Spring,0.0,demand_forecasting_dataset
15972,2022-03-21,S005,P0006,Clothing,South,322,25,65,52.0,20,Cloudy,1,55.44,Winter,,retail_store_inventory
15973,2022-03-21,S005,P0007,Groceries,North,49,49,0,84.56,25,Sunny,1,79.58,Spring,0.0,demand_forecasting_dataset
15974,2022-03-21,S005,P0007,Groceries,South,263,249,67,87.57,0,Rainy,1,92.03,Autumn,,retail_store_inventory
15975,2022-03-21,S005,P0008,Groceries,North,163,107,138,66.54,10,Sunny,0,59.48,Spring,0.0,demand_forecasting_dataset
15976,2022-03-21,S005,P0008,Toys,West,310,96,72,59.69,10,Cloudy,0,55.77,Autumn,,retail_store_inventory
15977,2022-03-21,S005,P0009,Groceries,North,272,77,0,89.63,5,Sunny,0,76.64,Spring,0.0,demand_forecasting_dataset
15978,2022-03-21,S005,P0009,Electronics,East,118,108,84,72.27,10,Rainy,0,77.11,Winter,,retail_store_inventory
15979,2022-03-21,S005,P0010,Groceries,North,290,75,0,64.0,0,Sunny,0,57.46,Spring,0.0,demand_forecasting_dataset
15980,2022-03-21,S005,P0010,Toys,West,200,181,126,65.58,5,Snowy,0,67.18,Spring,,retail_store_inventory
15981,2022-03-21,S005,P0011,Electronics,North,404,62,0,72.38,5,Sunny,0,65.46,Spring,0.0,demand_forecasting_dataset
15982,2022-03-21,S005,P0011,Groceries,West,479,280,159,64.2,5,Rainy,1,63.92,Spring,,retail_store_inventory
15983,2022-03-21,S005,P0012,Furniture,North,331,81,0,127.59,10,Sunny,0,136.66,Spring,0.0,demand_forecasting_dataset
15984,2022-03-21,S005,P0012,Furniture,West,286,9,111,15.68,15,Sunny,0,17.14,Autumn,,retail_store_inventory
15985,2022-03-21,S005,P0013,Groceries,North,350,132,524,88.48,0,Sunny,0,100.36,Spring,0.0,demand_forecasting_dataset
15986,2022-03-21,S005,P0013,Toys,South,273,191,80,19.72,10,Cloudy,0,19.38,Autumn,,retail_store_inventory
15987,2022-03-21,S005,P0014,Furniture,North,175,44,0,136.65,10,Sunny,0,146.4,Spring,0.0,demand_forecasting_dataset
15988,2022-03-21,S005,P0014,Electronics,East,57,0,198,40.58,5,Rainy,0,43.88,Spring,,retail_store_inventory
15989,2022-03-21,S005,P0015,Groceries,North,250,77,248,48.94,10,Sunny,0,42.67,Spring,0.0,demand_forecasting_dataset
15990,2022-03-21,S005,P0015,Clothing,East,486,194,110,86.59,5,Sunny,1,90.36,Autumn,,retail_store_inventory
15991,2022-03-21,S005,P0016,Toys,North,172,95,0,39.46,5,Sunny,0,36.45,Spring,0.0,demand_forecasting_dataset
15992,2022-03-21,S005,P0016,Toys,East,207,148,40,81.1,10,Cloudy,0,81.58,Autumn,,retail_store_inventory
15993,2022-03-21,S005,P0017,Toys,North,189,101,127,38.7,10,Sunny,0,43.44,Spring,0.0,demand_forecasting_dataset
15994,2022-03-21,S005,P0017,Furniture,North,315,32,115,33.3,20,Rainy,1,31.48,Spring,,retail_store_inventory
15995,2022-03-21,S005,P0018,Clothing,North,165,129,131,23.8,5,Sunny,0,25.81,Spring,0.0,demand_forecasting_dataset
15996,2022-03-21,S005,P0018,Toys,East,62,34,69,90.75,10,Snowy,1,88.56,Autumn,,retail_store_inventory
15997,2022-03-21,S005,P0019,Furniture,North,69,69,0,128.91,20,Sunny,1,113.0,Spring,0.0,demand_forecasting_dataset
15998,2022-03-21,S005,P0019,Electronics,South,176,152,32,35.21,10,Cloudy,1,35.34,Summer,,retail_store_inventory
15999,2022-03-21,S005,P0020,Toys,North,203,165,132,36.46,5,Sunny,0,34.17,Spring,0.0,demand_forecasting_dataset
16000,2022-03-21,S005,P0020,Clothing,West,235,154,43,62.66,20,Rainy,0,66.15,Summer,,retail_store_inventory
16001,2022-03-22,S001,P0001,Electronics,North,301,80,0,56.63,15,Rainy,1,66.67,Spring,0.0,demand_forecasting_dataset
16002,2022-03-22,S001,P0001,Electronics,North,163,114,83,69.56,5,Snowy,1,67.3,Autumn,,retail_store_inventory
16003,2022-03-22,S001,P0002,Clothing,North,182,53,0,59.53,5,Rainy,0,64.69,Spring,0.0,demand_forecasting_dataset
16004,2022-03-22,S001,P0002,Furniture,East,196,63,144,47.88,0,Snowy,0,42.99,Spring,,retail_store_inventory
16005,2022-03-22,S001,P0003,Clothing,North,162,69,0,49.64,10,Rainy,0,52.65,Spring,0.0,demand_forecasting_dataset
16006,2022-03-22,S001,P0003,Furniture,West,203,99,26,41.09,15,Cloudy,1,44.12,Autumn,,retail_store_inventory
16007,2022-03-22,S001,P0004,Electronics,North,371,74,0,87.66,15,Rainy,1,77.57,Spring,0.0,demand_forecasting_dataset
16008,2022-03-22,S001,P0004,Furniture,East,141,125,62,11.29,0,Cloudy,1,11.9,Spring,,retail_store_inventory
16009,2022-03-22,S001,P0005,Groceries,North,101,53,0,56.88,0,Rainy,0,53.82,Spring,0.0,demand_forecasting_dataset
16010,2022-03-22,S001,P0005,Groceries,North,487,476,151,26.1,0,Rainy,1,26.79,Autumn,,retail_store_inventory
16011,2022-03-22,S001,P0006,Toys,North,631,79,0,37.2,10,Rainy,0,42.04,Spring,0.0,demand_forecasting_dataset
16012,2022-03-22,S001,P0006,Furniture,North,382,380,105,24.59,0,Sunny,1,27.41,Winter,,retail_store_inventory
16013,2022-03-22,S001,P0007,Groceries,North,860,58,0,21.22,5,Rainy,0,18.87,Spring,0.0,demand_forecasting_dataset
16014,2022-03-22,S001,P0007,Toys,North,240,53,39,40.76,0,Snowy,0,36.95,Autumn,,retail_store_inventory
16015,2022-03-22,S001,P0008,Electronics,North,168,122,0,46.21,5,Rainy,0,55.73,Spring,0.0,demand_forecasting_dataset
16016,2022-03-22,S001,P0008,Electronics,North,163,83,30,66.23,15,Rainy,0,65.76,Winter,,retail_store_inventory
16017,2022-03-22,S001,P0009,Clothing,North,172,60,0,75.67,10,Rainy,0,75.57,Spring,0.0,demand_forecasting_dataset
16018,2022-03-22,S001,P0009,Furniture,North,106,27,35,56.69,0,Snowy,0,60.57,Summer,,retail_store_inventory
16019,2022-03-22,S001,P0010,Furniture,North,247,114,0,150.65,0,Rainy,0,139.68,Spring,0.0,demand_forecasting_dataset
16020,2022-03-22,S001,P0010,Furniture,North,182,116,65,40.6,5,Rainy,1,42.79,Autumn,,retail_store_inventory
16021,2022-03-22,S001,P0011,Furniture,North,461,54,0,172.45,0,Rainy,0,166.86,Spring,0.0,demand_forecasting_dataset
16022,2022-03-22,S001,P0011,Furniture,West,448,89,167,20.65,20,Sunny,0,20.7,Autumn,,retail_store_inventory
16023,2022-03-22,S001,P0012,Groceries,North,228,33,0,70.84,0,Rainy,0,78.41,Spring,0.0,demand_forecasting_dataset
16024,2022-03-22,S001,P0012,Clothing,South,89,1,146,13.84,20,Sunny,0,15.56,Winter,,retail_store_inventory
16025,2022-03-22,S001,P0013,Toys,North,211,97,0,35.39,5,Rainy,0,42.07,Spring,0.0,demand_forecasting_dataset
16026,2022-03-22,S001,P0013,Furniture,West,171,21,37,76.67,10,Sunny,0,80.36,Autumn,,retail_store_inventory
16027,2022-03-22,S001,P0014,Groceries,North,729,98,0,72.93,10,Rainy,1,84.98,Spring,0.0,demand_forecasting_dataset
16028,2022-03-22,S001,P0014,Toys,East,152,81,98,63.22,20,Snowy,1,59.73,Spring,,retail_store_inventory
16029,2022-03-22,S001,P0015,Toys,North,186,82,123,14.05,20,Rainy,1,15.01,Spring,0.0,demand_forecasting_dataset
16030,2022-03-22,S001,P0015,Electronics,North,76,60,119,20.31,15,Sunny,1,19.07,Summer,,retail_store_inventory
16031,2022-03-22,S001,P0016,Groceries,North,265,56,0,38.29,5,Rainy,0,37.14,Spring,0.0,demand_forecasting_dataset
16032,2022-03-22,S001,P0016,Clothing,North,271,99,35,90.0,10,Sunny,1,91.75,Winter,,retail_store_inventory
16033,2022-03-22,S001,P0017,Toys,North,122,58,95,23.25,0,Rainy,0,21.41,Spring,0.0,demand_forecasting_dataset
16034,2022-03-22,S001,P0017,Electronics,East,228,224,39,22.74,0,Cloudy,1,24.91,Winter,,retail_store_inventory
16035,2022-03-22,S001,P0018,Groceries,North,185,104,114,53.44,20,Rainy,1,49.29,Spring,0.0,demand_forecasting_dataset
16036,2022-03-22,S001,P0018,Groceries,North,390,92,151,40.95,15,Snowy,0,37.56,Summer,,retail_store_inventory
16037,2022-03-22,S001,P0019,Furniture,North,114,104,77,107.07,10,Rainy,0,114.51,Spring,0.0,demand_forecasting_dataset
16038,2022-03-22,S001,P0019,Toys,West,327,85,86,71.85,20,Sunny,1,75.71,Spring,,retail_store_inventory
