date,sku,demand,revenue,units
2022-04-17,SKU-0005,87,4145.55,87
2022-04-17,SKU-0006,130,7814.43,130
2022-04-17,SKU-0006,126,1933.16,126
2022-04-17,SKU-0007,57,1365.72,57
2022-04-17,SKU-0007,346,10463.04,346
2022-04-17,SKU-0008,136,3559.46,136
2022-04-17,SKU-0008,7,370.4,7
2022-04-17,SKU-0009,106,5847.07,106
2022-04-17,SKU-0009,54,2621.94,54
2022-04-17,SKU-0010,114,8611.5,114
2022-04-17,SKU-0010,376,19849.79,376
2022-04-17,SKU-0011,80,6249.6,80
2022-04-17,SKU-0011,28,1677.19,28
2022-04-17,SKU-0012,79,4829.11,79
2022-04-17,SKU-0012,47,3925.91,47
2022-04-17,SKU-0013,52,829.3,52
2022-04-17,SKU-0013,233,18876.73,233
2022-04-17,SKU-0014,100,11241.35,100
2022-04-17,SKU-0014,303,23428.11,303
2022-04-17,SKU-0015,55,2789.32,55
2022-04-17,SKU-0015,37,2764.64,37
2022-04-17,SKU-0016,68,5436.6,68
2022-04-17,SKU-0016,34,2602.09,34
2022-04-17,SKU-0017,73,1301.7,73
2022-04-17,SKU-0017,8,359.86,8
2022-04-17,SKU-0018,94,2230.9,94
2022-04-17,SKU-0018,42,3819.9,42
2022-04-17,SKU-0019,88,5669.31,88
2022-04-17,SKU-0019,277,7503.93,277
2022-04-17,SKU-0020,39,3634.6,39
2022-04-17,SKU-0020,110,5879.61,110
2022-04-17,SKU-0001,67,1106.17,67
2022-04-17,SKU-0001,12,1054.5,12
2022-04-17,SKU-0002,228,15269.5,228
2022-04-17,SKU-0002,87,4862.95,87
2022-04-17,SKU-0003,99,7579.74,99
2022-04-17,SKU-0003,152,11590.91,152
2022-04-17,SKU-0004,37,555.72,37
2022-04-17,SKU-0004,44,2594.94,44
2022-04-17,SKU-0005,99,2347.49,99
2022-04-17,SKU-0005,169,8940.78,169
2022-04-17,SKU-0006,129,5634.72,129
2022-04-17,SKU-0006,43,1628.15,43
2022-04-17,SKU-0007,169,2905.11,169
2022-04-17,SKU-0007,383,28049.2,383
2022-04-17,SKU-0008,118,14883.34,118
2022-04-17,SKU-0008,251,20265.49,251
2022-04-17,SKU-0009,126,8533.98,126
2022-04-17,SKU-0009,106,2121.75,106
2022-04-17,SKU-0010,119,3055.03,119
2022-04-17,SKU-0010,17,1432.93,17
2022-04-17,SKU-0011,179,23235.45,179
2022-04-17,SKU-0011,4,250.72,4
2022-04-17,SKU-0012,117,11412.41,117
2022-04-17,SKU-0012,60,795.6,60
2022-04-17,SKU-0013,97,7515.75,97
2022-04-17,SKU-0013,398,24086.96,398
2022-04-17,SKU-0014,122,9989.6,122
2022-04-17,SKU-0014,361,22080.2,361
2022-04-17,SKU-0015,80,4639.8,80
2022-04-17,SKU-0015,207,13960.18,207
2022-04-17,SKU-0016,83,7347.24,83
2022-04-17,SKU-0016,33,885.36,33
2022-04-17,SKU-0017,75,8668.99,75
2022-04-17,SKU-0017,53,831.28,53
2022-04-17,SKU-0018,92,12645.91,92
2022-04-17,SKU-0018,444,17632.13,444
2022-04-17,SKU-0019,169,9746.65,169
2022-04-17,SKU-0019,177,9379.23,177
2022-04-17,SKU-0020,77,3714.94,77
2022-04-17,SKU-0020,53,4624.04,53
2022-04-17,SKU-0001,108,1363.55,108
2022-04-17,SKU-0001,346,16951.06,346
2022-04-17,SKU-0002,146,2321.98,146
2022-04-17,SKU-0002,84,7231.9,84
2022-04-17,SKU-0003,71,9202.88,71
2022-04-17,SKU-0003,42,1807.97,42
2022-04-17,SKU-0004,253,11252.18,253
2022-04-17,SKU-0004,187,1563.32,187
2022-04-17,SKU-0005,91,5714.98,91
2022-04-17,SKU-0005,36,1888.87,36
2022-04-17,SKU-0006,95,2885.62,95
2022-04-17,SKU-0006,155,13152.06,155
2022-04-17,SKU-0007,159,4614.98,159
2022-04-17,SKU-0007,91,4470.92,91
2022-04-17,SKU-0008,49,4846.59,49
2022-04-17,SKU-0008,16,494.5,16
2022-04-17,SKU-0009,54,4614.08,54
2022-04-17,SKU-0009,252,19474.56,252
2022-04-17,SKU-0010,156,4033.69,156
2022-04-17,SKU-0010,181,1873.35,181
2022-04-17,SKU-0011,181,13665.5,181
2022-04-17,SKU-0011,62,4631.4,62
2022-04-17,SKU-0012,44,2654.85,44
2022-04-17,SKU-0012,83,5161.77,83
2022-04-17,SKU-0013,77,1368.68,77
2022-04-17,SKU-0013,255,3162.0,255
2022-04-17,SKU-0014,24,3649.14,24
2022-04-17,SKU-0014,379,17986.2,379
2022-04-17,SKU-0015,78,5924.57,78
2022-04-17,SKU-0015,1,25.12,1
2022-04-17,SKU-0016,55,5249.48,55
2022-04-17,SKU-0016,446,22367.12,446
2022-04-17,SKU-0017,112,12697.44,112
2022-04-17,SKU-0017,394,27639.3,394
2022-04-17,SKU-0018,69,10788.87,69
2022-04-17,SKU-0018,362,25508.33,362
2022-04-17,SKU-0019,118,5958.53,118
2022-04-17,SKU-0019,430,27253.4,430
2022-04-17,SKU-0020,58,4511.82,58
2022-04-17,SKU-0020,152,2757.89,152
2022-04-17,SKU-0001,80,948.24,80
2022-04-17,SKU-0001,20,473.22,20
2022-04-17,SKU-0002,146,5338.78,146
2022-04-17,SKU-0002,36,1714.28,36
2022-04-17,SKU-0003,106,2569.12,106
2022-04-17,SKU-0003,266,24964.23,266
2022-04-17,SKU-0004,19,72.05,19
2022-04-17,SKU-0004,114,6254.5,114
2022-04-17,SKU-0005,119,1772.5,119
2022-04-17,SKU-0005,178,10171.63,178
2022-04-17,SKU-0006,88,5065.63,88
2022-04-17,SKU-0006,60,3041.64,60
2022-04-17,SKU-0007,104,8165.82,104
2022-04-17,SKU-0007,201,9741.46,201
2022-04-17,SKU-0008,103,7981.47,103
2022-04-17,SKU-0008,67,2014.82,67
2022-04-17,SKU-0009,155,20021.35,155
2022-04-17,SKU-0009,284,13193.5,284
2022-04-17,SKU-0010,103,3596.76,103
2022-04-17,SKU-0010,117,2775.24,117
2022-04-17,SKU-0011,96,7216.13,96
2022-04-17,SKU-0011,213,8889.24,213
2022-04-17,SKU-0012,73,7973.35,73
2022-04-17,SKU-0012,1,14.99,1
2022-04-17,SKU-0013,80,6104.8,80
2022-04-17,SKU-0013,55,1232.0,55
2022-04-17,SKU-0014,144,27634.97,144
2022-04-17,SKU-0014,135,1892.97,135
2022-04-17,SKU-0015,161,8705.59,161
2022-04-17,SKU-0015,9,587.82,9
2022-04-17,SKU-0016,113,4748.26,113
2022-04-17,SKU-0016,151,3878.59,151
2022-04-17,SKU-0017,96,4402.56,96
2022-04-17,SKU-0017,109,9952.19,109
2022-04-17,SKU-0018,67,1118.56,67
2022-04-17,SKU-0018,229,21221.43,229
2022-04-17,SKU-0019,56,5797.68,56
2022-04-17,SKU-0019,55,5326.75,55
2022-04-17,SKU-0020,95,1865.8,95
2022-04-17,SKU-0020,110,4708.0,110
2022-04-18,SKU-0001,68,4095.5,68
2022-04-18,SKU-0001,47,2024.01,47
2022-04-18,SKU-0002,89,4722.07,89
2022-04-18,SKU-0002,274,11146.32,274
2022-04-18,SKU-0003,121,4826.45,121
2022-04-18,SKU-0003,42,1436.4,42
2022-04-18,SKU-0004,126,11046.29,126
2022-04-18,SKU-0004,199,15273.35,199
2022-04-18,SKU-0005,179,12423.85,179
2022-04-18,SKU-0005,147,11719.43,147
2022-04-18,SKU-0006,187,8115.43,187
2022-04-18,SKU-0006,90,5831.28,90
2022-04-18,SKU-0007,71,1053.29,71
2022-04-18,SKU-0007,30,2300.4,30
2022-04-18,SKU-0008,60,2453.4,60
2022-04-18,SKU-0008,28,2145.28,28
2022-04-18,SKU-0009,89,6037.14,89
2022-04-18,SKU-0009,2,132.5,2
2022-04-18,SKU-0010,65,6817.59,65
2022-04-18,SKU-0010,259,19602.8,259
2022-04-18,SKU-0011,110,16475.58,110
2022-04-18,SKU-0011,284,13396.28,284
2022-04-18,SKU-0012,147,12602.02,147
2022-04-18,SKU-0012,131,11294.82,131
2022-04-18,SKU-0013,122,3366.47,122
2022-04-18,SKU-0013,93,2684.26,93
2022-04-18,SKU-0014,106,7822.8,106
2022-04-18,SKU-0014,52,2701.92,52
2022-04-18,SKU-0015,139,2264.31,139
2022-04-18,SKU-0015,435,25917.3,435
2022-04-18,SKU-0016,10,288.6,10
2022-04-18,SKU-0016,120,6166.92,120
2022-04-18,SKU-0017,138,2975.83,138
2022-04-18,SKU-0017,38,2902.8,38
2022-04-18,SKU-0018,152,10389.58,152
2022-04-18,SKU-0018,146,12865.81,146
2022-04-18,SKU-0019,43,4749.35,43
2022-04-18,SKU-0019,161,9583.69,161
2022-04-18,SKU-0020,78,8588.93,78
2022-04-18,SKU-0020,69,6600.54,69
2022-04-18,SKU-0001,119,10253.75,119
2022-04-18,SKU-0001,88,6817.54,88
2022-04-18,SKU-0002,144,4094.28,144
2022-04-18,SKU-0002,361,21909.09,361
2022-04-18,SKU-0003,169,13379.56,169
2022-04-18,SKU-0003,200,17303.4,200
2022-04-18,SKU-0004,209,8250.07,209
2022-04-18,SKU-0004,44,4092.88,44
2022-04-18,SKU-0005,88,7748.88,88
2022-04-18,SKU-0005,88,4735.37,88
2022-04-18,SKU-0006,57,3254.42,57
2022-04-18,SKU-0006,299,10895.41,299
2022-04-18,SKU-0007,180,5846.13,180
2022-04-18,SKU-0007,310,11249.9,310
2022-04-18,SKU-0008,76,1835.4,76
2022-04-18,SKU-0008,215,19270.99,215
2022-04-18,SKU-0009,156,10047.02,156
2022-04-18,SKU-0009,192,13519.87,192
2022-04-18,SKU-0010,116,10564.87,116
2022-04-18,SKU-0010,171,7745.7,171
2022-04-18,SKU-0011,162,15214.23,162
2022-04-18,SKU-0011,30,356.7,30
2022-04-18,SKU-0012,56,3162.74,56
2022-04-18,SKU-0012,51,2826.06,51
2022-04-18,SKU-0013,154,4130.28,154
2022-04-18,SKU-0013,105,1509.22,105
2022-04-18,SKU-0014,123,13695.8,123
2022-04-18,SKU-0014,260,19038.24,260
2022-04-18,SKU-0015,191,15386.77,191
2022-04-18,SKU-0015,123,9745.29,123
2022-04-18,SKU-0016,70,4778.55,70
2022-04-18,SKU-0016,79,7353.32,79
2022-04-18,SKU-0017,91,1762.72,91
2022-04-18,SKU-0017,21,1327.15,21
2022-04-18,SKU-0018,87,2587.38,87
2022-04-18,SKU-0018,178,2638.67,178
2022-04-18,SKU-0019,46,2814.79,46
2022-04-18,SKU-0019,82,5164.07,82
2022-04-18,SKU-0020,36,3526.74,36
2022-04-18,SKU-0020,65,803.79,65
2022-04-18,SKU-0001,133,1406.48,133
2022-04-18,SKU-0001,87,1047.13,87
2022-04-18,SKU-0002,70,3447.36,70
2022-04-18,SKU-0002,6,265.45,6
2022-04-18,SKU-0003,92,6874.88,92
2022-04-18,SKU-0003,331,4604.21,331
2022-04-18,SKU-0004,132,2571.36,132
2022-04-18,SKU-0004,46,2876.77,46
2022-04-18,SKU-0005,199,5645.63,199
2022-04-18,SKU-0005,42,1165.5,42
2022-04-18,SKU-0006,59,1806.46,59
2022-04-18,SKU-0006,9,797.61,9
2022-04-18,SKU-0007,91,1393.94,91
2022-04-18,SKU-0007,38,1462.24,38
2022-04-18,SKU-0008,67,8011.86,67
2022-04-18,SKU-0008,90,7131.55,90
2022-04-18,SKU-0009,137,8283.02,137
2022-04-18,SKU-0009,64,2125.95,64
2022-04-18,SKU-0010,119,6245.12,119
2022-04-18,SKU-0010,326,25307.54,326
2022-04-18,SKU-0011,132,14680.12,132
2022-04-18,SKU-0011,48,1117.82,48
2022-04-18,SKU-0012,65,5776.71,65
2022-04-18,SKU-0012,16,1068.48,16
2022-04-18,SKU-0013,41,2021.75,41
2022-04-18,SKU-0013,18,1041.56,18
2022-04-18,SKU-0014,68,7033.1,68
2022-04-18,SKU-0014,119,9697.31,119
2022-04-18,SKU-0015,137,15297.83,137
2022-04-18,SKU-0015,321,9710.73,321
2022-04-18,SKU-0016,84,8456.41,84
2022-04-18,SKU-0016,66,3002.08,66
2022-04-18,SKU-0017,75,8391.11,75
2022-04-18,SKU-0017,90,1071.36,90
2022-04-18,SKU-0018,70,9729.3,70
2022-04-18,SKU-0018,80,3431.04,80
2022-04-18,SKU-0019,112,4999.68,112
2022-04-18,SKU-0019,275,13004.75,275
2022-04-18,SKU-0020,119,9284.38,119
2022-04-18,SKU-0020,196,2549.08,196
2022-04-18,SKU-0001,81,802.63,81
2022-04-18,SKU-0001,401,13743.07,401
2022-04-18,SKU-0002,157,3252.18,157
2022-04-18,SKU-0002,151,12758.29,151
2022-04-18,SKU-0003,101,13352.3,101
2022-04-18,SKU-0003,60,5668.65,60
2022-04-18,SKU-0004,200,10724.4,200
2022-04-18,SKU-0004,279,15314.31,279
2022-04-18,SKU-0005,33,1673.89,33
2022-04-18,SKU-0005,299,3328.77,299
2022-04-18,SKU-0006,103,4668.99,103
2022-04-18,SKU-0006,427,25567.48,427
2022-04-18,SKU-0007,183,4923.16,183
2022-04-18,SKU-0007,41,1651.48,41
2022-04-18,SKU-0008,55,4591.21,55
2022-04-18,SKU-0008,196,6823.94,196
2022-04-18,SKU-0009,64,8057.6,64
2022-04-18,SKU-0009,59,4172.6,59
2022-04-18,SKU-0010,64,1323.65,64
2022-04-18,SKU-0010,402,25852.62,402
2022-04-18,SKU-0011,122,6550.67,122
2022-04-18,SKU-0011,94,1398.44,94
2022-04-18,SKU-0012,63,5783.4,63
2022-04-18,SKU-0012,60,4515.6,60
2022-04-18,SKU-0013,107,2558.37,107
2022-04-18,SKU-0013,135,5972.4,135
2022-04-18,SKU-0014,58,8670.42,58
2022-04-18,SKU-0014,28,2190.31,28
2022-04-18,SKU-0015,85,6066.28,85
2022-04-18,SKU-0015,103,3954.58,103
2022-04-18,SKU-0016,45,4521.24,45
2022-04-18,SKU-0016,140,5369.21,140
2022-04-18,SKU-0017,84,7490.03,84
2022-04-18,SKU-0017,185,6719.2,185
2022-04-18,SKU-0018,71,9108.31,71
2022-04-18,SKU-0018,124,8715.71,124
2022-04-18,SKU-0019,166,9434.61,166
2022-04-18,SKU-0019,217,5573.86,217
2022-04-18,SKU-0020,35,3590.34,35
2022-04-18,SKU-0020,67,5003.69,67
2022-04-18,SKU-0001,73,649.12,73
2022-04-18,SKU-0001,118,1734.6,118
2022-04-18,SKU-0002,34,1029.69,34
2022-04-18,SKU-0002,163,7525.71,163
2022-04-18,SKU-0003,131,2701.88,131
2022-04-18,SKU-0003,88,3454.35,88
2022-04-18,SKU-0004,105,852.39,105
2022-04-18,SKU-0004,292,8378.06,292
2022-04-18,SKU-0005,126,2449.44,126
2022-04-18,SKU-0005,46,2062.96,46
2022-04-18,SKU-0006,84,5143.32,84
2022-04-18,SKU-0006,158,2869.28,158
2022-04-18,SKU-0007,84,4288.41,84
2022-04-18,SKU-0007,274,9785.09,274
2022-04-18,SKU-0008,148,9595.73,148
2022-04-18,SKU-0008,87,5831.0,87
2022-04-18,SKU-0009,103,10895.34,103
2022-04-18,SKU-0009,86,6591.04,86
2022-04-18,SKU-0010,101,4874.06,101
2022-04-18,SKU-0010,172,10442.81,172
2022-04-18,SKU-0011,94,7310.29,94
2022-04-18,SKU-0011,374,23935.63,374
2022-04-18,SKU-0012,58,7033.66,58
2022-04-18,SKU-0012,190,12824.24,190
2022-04-18,SKU-0013,153,11892.54,153
2022-04-18,SKU-0013,171,10588.49,171
2022-04-18,SKU-0014,33,4300.28,33
2022-04-18,SKU-0014,140,6087.41,140
2022-04-18,SKU-0015,57,1878.41,57
2022-04-18,SKU-0015,226,7436.19,226
2022-04-18,SKU-0016,97,3280.54,97
2022-04-18,SKU-0016,383,3684.84,383
2022-04-18,SKU-0017,78,2499.39,78
2022-04-18,SKU-0017,122,1956.88,122
2022-04-18,SKU-0018,67,1508.71,67
2022-04-18,SKU-0018,113,8914.4,113
2022-04-18,SKU-0019,78,10208.76,78
2022-04-18,SKU-0019,61,3235.26,61
2022-04-18,SKU-0020,70,2219.0,70
2022-04-18,SKU-0020,120,1328.04,120
2022-04-19,SKU-0001,62,3636.49,62
2022-04-19,SKU-0001,41,2321.01,41
2022-04-19,SKU-0002,183,12840.65,183
2022-04-19,SKU-0002,300,15438.0,300
2022-04-19,SKU-0003,82,4259.57,82
2022-04-19,SKU-0003,373,17421.9,373
2022-04-19,SKU-0004,78,7787.91,78
2022-04-19,SKU-0004,27,2158.38,27
2022-04-19,SKU-0005,70,3279.78,70
2022-04-19,SKU-0005,169,15132.26,169
2022-04-19,SKU-0006,138,6616.13,138
2022-04-19,SKU-0006,123,6663.96,123
2022-04-19,SKU-0007,35,722.75,35
2022-04-19,SKU-0007,99,4559.25,99
2022-04-19,SKU-0008,51,1588.34,51
2022-04-19,SKU-0008,60,3240.48,60
2022-04-19,SKU-0009,97,8606.91,97
2022-04-19,SKU-0009,55,935.0,55
2022-04-19,SKU-0010,79,11556.91,79
2022-04-19,SKU-0010,196,12638.08,196
2022-04-19,SKU-0011,64,8601.41,64
2022-04-19,SKU-0011,82,4996.26,82
2022-04-19,SKU-0012,164,13144.93,164
2022-04-19,SKU-0012,36,1758.96,36
2022-04-19,SKU-0013,52,1916.93,52
2022-04-19,SKU-0013,100,2598.45,100
2022-04-19,SKU-0014,45,2436.08,45
2022-04-19,SKU-0014,50,746.0,50
2022-04-19,SKU-0015,140,1550.85,140
2022-04-19,SKU-0015,79,2832.62,79
2022-04-19,SKU-0016,127,4672.08,127
2022-04-19,SKU-0016,27,1506.68,27
2022-04-19,SKU-0017,69,1474.22,69
2022-04-19,SKU-0017,108,5855.38,108
2022-04-19,SKU-0018,154,7840.45,154
2022-04-19,SKU-0018,156,8138.21,156
2022-04-19,SKU-0019,121,9780.13,121
2022-04-19,SKU-0019,219,8363.61,219
2022-04-19,SKU-0020,41,3522.64,41
2022-04-19,SKU-0020,60,1835.4,60
2022-04-19,SKU-0001,147,10367.1,147
2022-04-19,SKU-0001,247,5848.96,247
2022-04-19,SKU-0002,106,3388.66,106
2022-04-19,SKU-0002,161,3722.32,161
2022-04-19,SKU-0003,98,8065.25,98
2022-04-19,SKU-0003,233,13388.18,233
2022-04-19,SKU-0004,64,2449.02,64
2022-04-19,SKU-0004,61,5471.06,61
2022-04-19,SKU-0005,66,6235.02,66
2022-04-19,SKU-0005,118,3731.16,118
2022-04-19,SKU-0006,61,3208.6,61
2022-04-19,SKU-0006,83,1930.58,83
2022-04-19,SKU-0007,149,5200.1,149
2022-04-19,SKU-0007,200,12700.0,200
2022-04-19,SKU-0008,97,1828.26,97
2022-04-19,SKU-0008,77,5457.72,77
2022-04-19,SKU-0009,211,18266.27,211
2022-04-19,SKU-0009,175,11328.8,175
2022-04-19,SKU-0010,75,5801.62,75
2022-04-19,SKU-0010,331,4653.86,331
2022-04-19,SKU-0011,124,13165.08,124
2022-04-19,SKU-0011,25,1560.18,25
2022-04-19,SKU-0012,122,8702.75,122
2022-04-19,SKU-0012,150,11601.6,150
2022-04-19,SKU-0013,55,1067.47,55
2022-04-19,SKU-0013,104,7190.98,104
2022-04-19,SKU-0014,27,4128.84,27
2022-04-19,SKU-0014,312,7059.62,312
2022-04-19,SKU-0015,77,3355.97,77
2022-04-19,SKU-0015,81,6028.26,81
2022-04-19,SKU-0016,83,4731.62,83
2022-04-19,SKU-0016,57,806.21,57
2022-04-19,SKU-0017,91,1559.38,91
2022-04-19,SKU-0017,118,11357.5,118
2022-04-19,SKU-0018,115,1900.09,115
2022-04-19,SKU-0018,416,4137.12,416
2022-04-19,SKU-0019,146,12743.17,146
2022-04-19,SKU-0019,345,16568.28,345
2022-04-19,SKU-0020,97,8663.26,97
2022-04-19,SKU-0020,394,33265.42,394
2022-04-19,SKU-0001,169,3000.93,169
2022-04-19,SKU-0001,59,1679.85,59
2022-04-19,SKU-0002,152,6934.85,152
2022-04-19,SKU-0002,64,1704.35,64
2022-04-19,SKU-0003,89,6953.39,89
2022-04-19,SKU-0003,79,2430.83,79
2022-04-19,SKU-0004,115,2369.11,115
2022-04-19,SKU-0004,234,16119.79,234
2022-04-19,SKU-0005,43,734.48,43
2022-04-19,SKU-0005,9,465.41,9
2022-04-19,SKU-0006,159,6572.58,159
2022-04-19,SKU-0006,64,4876.16,64
2022-04-19,SKU-0007,103,1639.76,103
2022-04-19,SKU-0007,107,2009.62,107
2022-04-19,SKU-0008,89,6733.07,89
2022-04-19,SKU-0008,378,5462.1,378
2022-04-19,SKU-0009,117,7353.45,117
2022-04-19,SKU-0009,70,1806.21,70
2022-04-19,SKU-0010,93,3558.09,93
2022-04-19,SKU-0010,5,255.89,5
2022-04-19,SKU-0011,114,15254.34,114
2022-04-19,SKU-0011,294,14415.41,294
2022-04-19,SKU-0012,76,4902.91,76
2022-04-19,SKU-0012,32,1486.86,32
2022-04-19,SKU-0013,134,10689.18,134
2022-04-19,SKU-0013,6,545.21,6
2022-04-19,SKU-0014,78,6362.23,78
2022-04-19,SKU-0014,146,11353.91,146
2022-04-19,SKU-0015,198,21863.36,198
2022-04-19,SKU-0015,119,4750.36,119
2022-04-19,SKU-0016,161,15550.67,161
2022-04-19,SKU-0016,17,1245.45,17
2022-04-19,SKU-0017,16,1516.35,16
2022-04-19,SKU-0017,403,16772.86,403
2022-04-19,SKU-0018,105,11124.12,105
2022-04-19,SKU-0018,195,13187.95,195
2022-04-19,SKU-0019,130,5722.08,130
2022-04-19,SKU-0019,40,1560.24,40
2022-04-19,SKU-0020,38,1398.21,38
2022-04-19,SKU-0020,268,20268.84,268
2022-04-19,SKU-0001,102,753.98,102
2022-04-19,SKU-0001,95,8003.66,95
2022-04-19,SKU-0002,100,1399.2,100
2022-04-19,SKU-0002,8,670.89,8
2022-04-19,SKU-0003,113,15680.11,113
2022-04-19,SKU-0003,235,2622.6,235
2022-04-19,SKU-0004,69,2921.8,69
2022-04-19,SKU-0004,8,136.72,8
2022-04-19,SKU-0005,56,3287.76,56
2022-04-19,SKU-0005,185,8133.52,185
2022-04-19,SKU-0006,128,3525.63,128
2022-04-19,SKU-0006,331,25010.36,331
2022-04-19,SKU-0007,76,2003.55,76
2022-04-19,SKU-0007,473,38540.75,473
2022-04-19,SKU-0008,75,5139.6,75
2022-04-19,SKU-0008,68,2011.44,68
2022-04-19,SKU-0009,87,9750.22,87
2022-04-19,SKU-0009,208,13924.77,208
2022-04-19,SKU-0010,120,3204.36,120
2022-04-19,SKU-0010,43,2602.36,43
2022-04-19,SKU-0011,74,4410.62,74
2022-04-19,SKU-0011,61,2183.92,61
2022-04-19,SKU-0012,68,5256.57,68
2022-04-19,SKU-0012,179,7882.89,179
2022-04-19,SKU-0013,115,2319.38,115
2022-04-19,SKU-0013,211,8958.22,211
2022-04-19,SKU-0014,50,8058.0,50
2022-04-19,SKU-0014,272,16367.06,272
2022-04-19,SKU-0015,118,12096.18,118
2022-04-19,SKU-0015,11,514.31,11
2022-04-19,SKU-0016,46,3364.62,46
2022-04-19,SKU-0016,21,997.1,21
2022-04-19,SKU-0017,121,10315.01,121
2022-04-19,SKU-0017,65,1628.25,65
2022-04-19,SKU-0018,79,7763.53,79
2022-04-19,SKU-0018,228,7396.89,228
2022-04-19,SKU-0019,166,6852.48,166
2022-04-19,SKU-0019,82,6253.32,82
2022-04-19,SKU-0020,59,5195.3,59
2022-04-19,SKU-0020,162,2837.27,162
2022-04-19,SKU-0001,153,1936.44,153
2022-04-19,SKU-0001,58,3910.36,58
2022-04-19,SKU-0002,189,9554.52,189
2022-04-19,SKU-0002,221,3021.29,221
2022-04-19,SKU-0003,84,2071.44,84
2022-04-19,SKU-0003,402,29370.92,402
2022-04-19,SKU-0004,164,1361.69,164
2022-04-19,SKU-0004,54,3297.78,54
2022-04-19,SKU-0005,101,1555.3,101
2022-04-19,SKU-0005,101,4026.36,101
2022-04-19,SKU-0006,45,1835.86,45
2022-04-19,SKU-0006,79,3658.65,79
2022-04-19,SKU-0007,96,8517.12,96
2022-04-19,SKU-0007,160,6232.32,160
2022-04-19,SKU-0008,198,11085.53,198
2022-04-19,SKU-0008,69,2670.33,69
2022-04-19,SKU-0009,124,10016.1,124
2022-04-19,SKU-0009,81,5428.82,81
2022-04-19,SKU-0010,80,4332.76,80
2022-04-19,SKU-0010,12,345.72,12
2022-04-19,SKU-0011,74,5427.9,74
2022-04-19,SKU-0011,394,20288.24,394
2022-04-19,SKU-0012,152,18629.35,152
2022-04-19,SKU-0012,5,68.83,5
2022-04-19,SKU-0013,60,3772.83,60
2022-04-19,SKU-0013,3,159.09,3
2022-04-19,SKU-0014,48,6761.23,48
2022-04-19,SKU-0014,4,147.49,4
2022-04-19,SKU-0015,199,8914.2,199
2022-04-19,SKU-0015,37,549.97,37
2022-04-19,SKU-0016,101,2096.0,101
2022-04-19,SKU-0016,29,1598.77,29
2022-04-19,SKU-0017,86,3097.55,86
2022-04-19,SKU-0017,45,3096.81,45
2022-04-19,SKU-0018,168,3900.96,168
2022-04-19,SKU-0018,257,21943.43,257
2022-04-19,SKU-0019,90,7259.62,90
2022-04-19,SKU-0019,197,2358.09,197
2022-04-19,SKU-0020,60,1187.79,60
2022-04-19,SKU-0020,314,15257.89,314
2022-04-20,SKU-0001,116,8836.88,116
2022-04-20,SKU-0001,51,607.92,51
2022-04-20,SKU-0002,110,8073.67,110
2022-04-20,SKU-0002,125,2902.5,125
2022-04-20,SKU-0003,147,8850.87,147
2022-04-20,SKU-0003,34,2092.65,34
2022-04-20,SKU-0004,158,19945.92,158
2022-04-20,SKU-0004,201,11923.12,201
2022-04-20,SKU-0005,83,4659.04,83
2022-04-20,SKU-0005,125,10696.5,125
2022-04-20,SKU-0006,187,9666.03,187
2022-04-20,SKU-0006,296,22311.89,296
2022-04-20,SKU-0007,170,4372.4,170
2022-04-20,SKU-0007,59,2615.35,59
2022-04-20,SKU-0008,101,3992.02,101
2022-04-20,SKU-0008,375,9896.25,375
2022-04-20,SKU-0009,121,8994.05,121
2022-04-20,SKU-0009,106,2492.32,106
2022-04-20,SKU-0010,135,18769.39,135
2022-04-20,SKU-0010,332,22415.98,332
2022-04-20,SKU-0011,52,7908.68,52
2022-04-20,SKU-0011,27,217.3,27
2022-04-20,SKU-0012,102,7336.3,102
2022-04-20,SKU-0012,21,1413.38,21
2022-04-20,SKU-0013,145,5933.84,145
2022-04-20,SKU-0013,50,2694.2,50
2022-04-20,SKU-0014,133,11902.17,133
2022-04-20,SKU-0014,80,879.92,80
2022-04-20,SKU-0015,179,3720.69,179
2022-04-20,SKU-0015,373,32323.81,373
2022-04-20,SKU-0016,135,5154.03,135
2022-04-20,SKU-0016,5,343.26,5
2022-04-20,SKU-0017,124,2586.52,124
2022-04-20,SKU-0017,115,7939.6,115
2022-04-20,SKU-0018,106,5293.75,106
2022-04-20,SKU-0018,342,27041.43,342
2022-04-20,SKU-0019,114,9032.45,114
2022-04-20,SKU-0019,156,3190.75,156
2022-04-20,SKU-0020,79,6487.48,79
2022-04-20,SKU-0020,3,198.02,3
2022-04-20,SKU-0001,94,7644.08,94
2022-04-20,SKU-0001,112,2163.9,112
2022-04-20,SKU-0002,42,1018.71,42
2022-04-20,SKU-0002,73,1000.98,73
2022-04-20,SKU-0003,185,15805.85,185
2022-04-20,SKU-0003,191,14601.57,191
2022-04-20,SKU-0004,57,2128.38,57
2022-04-20,SKU-0004,128,9409.54,128
2022-04-20,SKU-0005,109,10656.93,109
2022-04-20,SKU-0005,162,11741.76,162
2022-04-20,SKU-0006,103,6862.89,103
2022-04-20,SKU-0006,322,14496.6,322
2022-04-20,SKU-0007,53,1167.22,53
2022-04-20,SKU-0007,96,6105.84,96
2022-04-20,SKU-0008,159,2852.46,159
2022-04-20,SKU-0008,215,16113.07,215
2022-04-20,SKU-0009,83,4275.08,83
2022-04-20,SKU-0009,26,226.72,26
2022-04-20,SKU-0010,90,7289.73,90
